,country,year,life_expectancy
1185,"Micronesia, Fed. Sts.",1804,26.7
1186,Moldova,1804,33.15
1188,Mongolia,1804,31.8
1189,Montenegro,1804,35.4
1191,Morocco,1804,33.1
1192,Mozambique,1804,30.28
1193,Myanmar,1804,30.8
1194,Namibia,1804,32.4
1196,Nepal,1804,32.8
1197,Netherlands,1804,39.86
1198,Netherlands Antilles,1804,34.41
1199,New Caledonia,1804,26.0
1200,New Zealand,1804,34.05
1202,Nicaragua,1804,25.4
1203,Niger,1804,30.8
1204,Nigeria,1804,30.4
1209,Norway,1804,40.52
1210,Oman,1804,32.3
1211,Pakistan,1804,25.8
1213,Panama,1804,32.9
1214,Papua New Guinea,1804,31.5
1215,Paraguay,1804,35.5
1216,Peru,1804,35.7
1217,Philippines,1804,30.9
1219,Poland,1804,35.9
1220,Portugal,1804,35.6
1221,Puerto Rico,1804,30.43
1222,Qatar,1804,30.8
1223,Reunion,1804,33.0
1224,Romania,1804,35.7
1225,Russia,1804,29.57
1226,Rwanda,1804,31.8
1230,St. Lucia,1804,28.01
1232,St. Vincent and the Grenadines,1804,25.99
1234,Samoa,1804,25.4
1236,Sao Tome and Principe,1804,31.0
1237,Saudi Arabia,1804,32.1
1238,Senegal,1804,25.2
1239,Serbia,1804,35.5
1242,Seychelles,1804,37.0
1243,Sierra Leone,1804,25.1
1244,Singapore,1804,29.1
1245,Slovak Republic,1804,36.4
1246,Slovenia,1804,36.6
1247,Solomon Islands,1804,25.1
1248,Somalia,1804,29.4
1250,South Africa,1804,33.5
1252,Spain,1804,29.5
1253,Sri Lanka,1804,32.6
1254,Sudan,1804,31.4
1255,Suriname,1804,32.9
1257,Swaziland,1804,32.3
1258,Sweden,1804,39.7
1259,Switzerland,1804,38.0
1260,Syria,1804,31.1
1261,Taiwan,1804,28.3
1262,Tajikistan,1804,24.24
1263,Tanzania,1804,32.2
1264,Thailand,1804,30.4
1265,Timor-Leste,1804,28.95
1266,Togo,1804,31.3
1268,Tonga,1804,28.2
1270,Trinidad and Tobago,1804,32.9
1271,Tunisia,1804,28.8
1272,Turkey,1804,35.0
1273,Turkmenistan,1804,24.0
1276,Uganda,1804,25.3
1277,Ukraine,1804,36.6
1278,United Arab Emirates,1804,30.7
1279,United Kingdom,1804,41.44
1280,United States,1804,39.41
1281,Uruguay,1804,32.9
1283,Uzbekistan,1804,26.93
1285,Vanuatu,1804,24.3
1286,Venezuela,1804,32.2
1287,West Bank and Gaza,1804,32.1
1289,Western Sahara,1804,34.75
1290,Vietnam,1804,32.0
1291,Virgin Islands (U.S.),1804,33.4
1294,Yemen,1804,23.39
1296,Zambia,1804,32.6
1297,Zimbabwe,1804,33.7
1299,South Sudan,1804,26.67
1301,Afghanistan,1805,28.16
1303,Albania,1805,35.4
1304,Algeria,1805,28.82
1307,Angola,1805,26.98
1309,Antigua and Barbuda,1805,33.54
1310,Argentina,1805,33.2
1311,Armenia,1805,34.0
1312,Aruba,1805,34.42
1313,Australia,1805,34.05
1314,Austria,1805,34.4
1315,Azerbaijan,1805,29.17
1316,Bahamas,1805,35.18
1317,Bahrain,1805,30.3
1318,Bangladesh,1805,25.5
1319,Barbados,1805,32.12
1320,Belarus,1805,36.2
1321,Belgium,1805,40.04
1322,Belize,1805,26.5
1323,Benin,1805,31.0
1325,Bhutan,1805,28.8
1326,Bolivia,1805,33.0
1327,Bosnia and Herzegovina,1805,35.1
1328,Botswana,1805,33.6
1329,Brazil,1805,32.0
1331,Brunei,1805,29.2
1332,Bulgaria,1805,36.02
1333,Burkina Faso,1805,29.2
1334,Burundi,1805,31.5
1335,Cambodia,1805,35.0
1336,Cameroon,1805,28.75
1337,Canada,1805,39.01
1338,Cape Verde,1805,33.8
1340,Central African Republic,1805,30.0
1341,Chad,1805,30.9
1343,Chile,1805,32.0
1344,China,1805,32.0
1347,Colombia,1805,32.0
1348,Comoros,1805,32.1
1349,"Congo, Dem. Rep.",1805,31.6
1350,"Congo, Rep.",1805,32.7
1352,Costa Rica,1805,30.21
1353,Cote d'Ivoire,1805,31.16
1354,Croatia,1805,36.1
1355,Cuba,1805,32.86
1356,Cyprus,1805,38.5
1357,Czech Republic,1805,34.95
1359,Denmark,1805,43.02
1360,Djibouti,1805,29.9
1362,Dominican Republic,1805,29.9
1364,Ecuador,1805,32.9
1365,Egypt,1805,33.0
1366,El Salvador,1805,28.7
1367,Equatorial Guinea,1805,29.8
1368,Eritrea,1805,30.2
1370,Estonia,1805,33.93
1371,Ethiopia,1805,29.7
1374,Fiji,1805,26.1
1375,Finland,1805,39.8
1376,France,1805,34.88
1377,French Guiana,1805,30.5
1378,French Polynesia,1805,25.6
1379,Gabon,1805,30.6
1380,Gambia,1805,28.8
1381,Georgia,1805,31.87
1382,Germany,1805,38.37
1383,Ghana,1805,28.0
1385,Greece,1805,36.6
1386,Greenland,1805,33.87
1387,Grenada,1805,31.4
1388,Guadeloupe,1805,27.66
1389,Guam,1805,27.5
1390,Guatemala,1805,25.8
1392,Guinea,1805,29.55
1393,Guinea-Bissau,1805,32.0
1394,Guyana,1805,31.12
1395,Haiti,1805,29.0
1397,Honduras,1805,33.9
1398,"Hong Kong, China",1805,34.9
1399,Hungary,1805,36.0
1400,Iceland,1805,30.85
1401,India,1805,25.44
1402,Indonesia,1805,30.0
1403,Iran,1805,25.6
1404,Iraq,1805,31.2
1405,Ireland,1805,38.3
1407,Israel,1805,32.0
1408,Italy,1805,29.69
1409,Jamaica,1805,34.2
1410,Japan,1805,36.4
1412,Jordan,1805,31.7
1413,Kazakhstan,1805,26.2
1414,Kenya,1805,25.5
1415,Kiribati,1805,24.9
1416,North Korea,1805,26.0
1417,South Korea,1805,25.8
1420,Kuwait,1805,26.0
1421,Kyrgyz Republic,1805,23.94
1422,Lao,1805,31.9
1423,Latvia,1805,33.0
1424,Lebanon,1805,29.7
1425,Lesotho,1805,32.8
1426,Liberia,1805,31.1
1427,Libya,1805,33.1
1429,Lithuania,1805,28.9
1430,Luxembourg,1805,36.9
1431,"Macao, China",1805,34.7
1432,"Macedonia, FYR",1805,36.1
1433,Madagascar,1805,30.5
1434,Malawi,1805,30.3
1435,Malaysia,1805,30.6
1436,Maldives,1805,32.65
1437,Mali,1805,26.41
1438,Malta,1805,28.7
1440,Martinique,1805,30.15
1441,Mauritania,1805,32.0
1442,Mauritius,1805,28.7
1443,Mayotte,1805,32.5
1444,Mexico,1805,26.9
1445,"Micronesia, Fed. Sts.",1805,26.7
1446,Moldova,1805,33.15
1448,Mongolia,1805,31.8
1449,Montenegro,1805,35.4
1451,Morocco,1805,33.1
1452,Mozambique,1805,30.28
1453,Myanmar,1805,30.8
1454,Namibia,1805,32.4
1456,Nepal,1805,32.8
1457,Netherlands,1805,39.86
1458,Netherlands Antilles,1805,34.41
1459,New Caledonia,1805,26.0
1460,New Zealand,1805,34.05
1462,Nicaragua,1805,25.4
1463,Niger,1805,30.8
1464,Nigeria,1805,30.4
1469,Norway,1805,44.27
1470,Oman,1805,32.3
1471,Pakistan,1805,25.8
1473,Panama,1805,32.9
1474,Papua New Guinea,1805,31.5
1475,Paraguay,1805,35.5
1476,Peru,1805,35.7
1477,Philippines,1805,30.9
1479,Poland,1805,35.9
1480,Portugal,1805,35.6
1481,Puerto Rico,1805,30.43
1482,Qatar,1805,30.8
1483,Reunion,1805,33.0
1484,Romania,1805,35.7
1485,Russia,1805,29.57
1486,Rwanda,1805,31.8
1490,St. Lucia,1805,28.01
1492,St. Vincent and the Grenadines,1805,25.99
1494,Samoa,1805,25.4
1496,Sao Tome and Principe,1805,31.0
1497,Saudi Arabia,1805,32.1
1498,Senegal,1805,25.2
1499,Serbia,1805,35.5
1502,Seychelles,1805,37.0
1503,Sierra Leone,1805,25.1
1504,Singapore,1805,29.1
1505,Slovak Republic,1805,36.4
1506,Slovenia,1805,36.6
1507,Solomon Islands,1805,25.1
1508,Somalia,1805,29.4
1510,South Africa,1805,33.5
1512,Spain,1805,29.5
1513,Sri Lanka,1805,32.6
1514,Sudan,1805,31.4
1515,Suriname,1805,32.9
1517,Swaziland,1805,32.3
1518,Sweden,1805,41.05
1519,Switzerland,1805,38.0
1520,Syria,1805,31.1
1521,Taiwan,1805,28.3
1522,Tajikistan,1805,24.24
1523,Tanzania,1805,32.2
1524,Thailand,1805,30.4
1525,Timor-Leste,1805,28.95
1526,Togo,1805,31.3
1528,Tonga,1805,28.2
1530,Trinidad and Tobago,1805,32.9
1531,Tunisia,1805,28.8
1532,Turkey,1805,35.0
1533,Turkmenistan,1805,24.0
1536,Uganda,1805,25.3
1537,Ukraine,1805,36.6
1538,United Arab Emirates,1805,30.7
1539,United Kingdom,1805,42.32
1540,United States,1805,39.41
1541,Uruguay,1805,32.9
1543,Uzbekistan,1805,26.93
1545,Vanuatu,1805,24.3
1546,Venezuela,1805,32.2
1547,West Bank and Gaza,1805,32.1
1549,Western Sahara,1805,34.75
1550,Vietnam,1805,32.0
1551,Virgin Islands (U.S.),1805,33.4
1554,Yemen,1805,23.39
1556,Zambia,1805,32.6
1557,Zimbabwe,1805,33.7
1559,South Sudan,1805,26.67
1561,Afghanistan,1806,28.15
1563,Albania,1806,35.4
1564,Algeria,1806,28.82
1567,Angola,1806,26.98
1569,Antigua and Barbuda,1806,33.54
1570,Argentina,1806,33.2
1571,Armenia,1806,34.0
1572,Aruba,1806,34.42
1573,Australia,1806,34.05
1574,Austria,1806,34.4
1575,Azerbaijan,1806,29.17
1576,Bahamas,1806,35.18
1577,Bahrain,1806,30.3
1578,Bangladesh,1806,25.5
1579,Barbados,1806,32.12
1580,Belarus,1806,36.2
1581,Belgium,1806,40.05
1582,Belize,1806,26.5
1583,Benin,1806,31.0
1585,Bhutan,1806,28.8
1586,Bolivia,1806,33.0
1587,Bosnia and Herzegovina,1806,35.1
1588,Botswana,1806,33.6
1589,Brazil,1806,32.0
1591,Brunei,1806,29.2
1592,Bulgaria,1806,36.06
1593,Burkina Faso,1806,29.2
1594,Burundi,1806,31.5
1595,Cambodia,1806,35.0
1596,Cameroon,1806,28.75
1597,Canada,1806,39.01
1598,Cape Verde,1806,33.8
1600,Central African Republic,1806,30.0
1601,Chad,1806,30.9
1603,Chile,1806,32.0
1604,China,1806,32.0
1607,Colombia,1806,32.0
1608,Comoros,1806,32.1
1609,"Congo, Dem. Rep.",1806,31.6
1610,"Congo, Rep.",1806,32.7
1612,Costa Rica,1806,30.21
1613,Cote d'Ivoire,1806,31.16
1614,Croatia,1806,36.1
1615,Cuba,1806,33.02
1616,Cyprus,1806,38.5
1617,Czech Republic,1806,34.95
1619,Denmark,1806,43.78
1620,Djibouti,1806,29.9
1622,Dominican Republic,1806,29.9
1624,Ecuador,1806,32.9
1625,Egypt,1806,33.0
1626,El Salvador,1806,28.7
1627,Equatorial Guinea,1806,29.8
1628,Eritrea,1806,30.2
1630,Estonia,1806,34.12
1631,Ethiopia,1806,29.7
1634,Fiji,1806,26.1
1635,Finland,1806,38.78
1636,France,1806,35.0
1637,French Guiana,1806,30.5
1638,French Polynesia,1806,25.6
1639,Gabon,1806,30.6
1640,Gambia,1806,28.8
1641,Georgia,1806,31.87
1642,Germany,1806,38.37
1643,Ghana,1806,28.0
1645,Greece,1806,36.6
1646,Greenland,1806,33.87
1647,Grenada,1806,31.4
1648,Guadeloupe,1806,27.66
1649,Guam,1806,27.5
1650,Guatemala,1806,25.8
1652,Guinea,1806,29.56
1653,Guinea-Bissau,1806,32.0
1654,Guyana,1806,31.12
1655,Haiti,1806,29.0
1657,Honduras,1806,33.9
1658,"Hong Kong, China",1806,34.9
1659,Hungary,1806,36.0
1660,Iceland,1806,45.82
1661,India,1806,25.44
1662,Indonesia,1806,30.0
1663,Iran,1806,25.6
1664,Iraq,1806,31.2
1665,Ireland,1806,38.3
1667,Israel,1806,32.0
1668,Italy,1806,29.69
1669,Jamaica,1806,34.2
1670,Japan,1806,36.4
1672,Jordan,1806,31.7
1673,Kazakhstan,1806,26.2
1674,Kenya,1806,25.5
1675,Kiribati,1806,24.9
1676,North Korea,1806,26.0
1677,South Korea,1806,25.8
1680,Kuwait,1806,26.0
1681,Kyrgyz Republic,1806,23.94
1682,Lao,1806,31.9
1683,Latvia,1806,33.0
1684,Lebanon,1806,29.7
1685,Lesotho,1806,32.8
1686,Liberia,1806,31.1
1687,Libya,1806,33.1
1689,Lithuania,1806,28.9
1690,Luxembourg,1806,36.9
1691,"Macao, China",1806,34.7
1692,"Macedonia, FYR",1806,36.1
1693,Madagascar,1806,30.5
1694,Malawi,1806,30.3
1695,Malaysia,1806,30.6
1696,Maldives,1806,32.65
1697,Mali,1806,26.41
1698,Malta,1806,28.7
1700,Martinique,1806,30.15
1701,Mauritania,1806,32.0
1702,Mauritius,1806,28.7
1703,Mayotte,1806,32.5
1704,Mexico,1806,26.9
1705,"Micronesia, Fed. Sts.",1806,26.7
1706,Moldova,1806,33.15
1708,Mongolia,1806,31.8
1709,Montenegro,1806,35.4
1711,Morocco,1806,33.1
1712,Mozambique,1806,30.28
1713,Myanmar,1806,30.8
1714,Namibia,1806,32.4
1716,Nepal,1806,32.8
1717,Netherlands,1806,39.86
1718,Netherlands Antilles,1806,34.41
1719,New Caledonia,1806,26.0
1720,New Zealand,1806,34.05
1722,Nicaragua,1806,25.4
1723,Niger,1806,30.8
1724,Nigeria,1806,30.4
1729,Norway,1806,43.76
1730,Oman,1806,32.3
1731,Pakistan,1806,25.8
1733,Panama,1806,32.9
1734,Papua New Guinea,1806,31.5
1735,Paraguay,1806,35.5
1736,Peru,1806,35.7
1737,Philippines,1806,30.9
1739,Poland,1806,35.9
1740,Portugal,1806,35.6
1741,Puerto Rico,1806,30.43
1742,Qatar,1806,30.8
1743,Reunion,1806,33.0
1744,Romania,1806,35.7
1745,Russia,1806,29.57
1746,Rwanda,1806,31.8
1750,St. Lucia,1806,28.01
1752,St. Vincent and the Grenadines,1806,25.99
1754,Samoa,1806,25.4
1756,Sao Tome and Principe,1806,31.0
1757,Saudi Arabia,1806,32.1
1758,Senegal,1806,25.2
1759,Serbia,1806,35.5
1762,Seychelles,1806,37.0
1763,Sierra Leone,1806,25.1
1764,Singapore,1806,29.1
1765,Slovak Republic,1806,36.4
1766,Slovenia,1806,36.6
1767,Solomon Islands,1806,25.1
1768,Somalia,1806,29.4
1770,South Africa,1806,33.5
1772,Spain,1806,29.5
1773,Sri Lanka,1806,32.6
1774,Sudan,1806,31.4
1775,Suriname,1806,32.9
1777,Swaziland,1806,32.3
1778,Sweden,1806,36.17
1779,Switzerland,1806,38.0
1780,Syria,1806,31.1
1781,Taiwan,1806,28.3
1782,Tajikistan,1806,24.24
1783,Tanzania,1806,32.2
1784,Thailand,1806,30.4
1785,Timor-Leste,1806,28.95
1786,Togo,1806,31.3
1788,Tonga,1806,28.2
1790,Trinidad and Tobago,1806,32.9
1791,Tunisia,1806,28.8
1792,Turkey,1806,35.0
1793,Turkmenistan,1806,24.0
1796,Uganda,1806,25.3
1797,Ukraine,1806,36.6
1798,United Arab Emirates,1806,30.7
1799,United Kingdom,1806,43.22
1800,United States,1806,39.41
1801,Uruguay,1806,32.9
1803,Uzbekistan,1806,26.93
1805,Vanuatu,1806,24.3
1806,Venezuela,1806,32.2
1807,West Bank and Gaza,1806,32.1
1809,Western Sahara,1806,34.75
1810,Vietnam,1806,32.0
1811,Virgin Islands (U.S.),1806,33.4
1814,Yemen,1806,23.39
1816,Zambia,1806,32.6
1817,Zimbabwe,1806,33.7
1819,South Sudan,1806,26.67
1821,Afghanistan,1807,28.14
1823,Albania,1807,35.4
1824,Algeria,1807,28.82
1827,Angola,1807,26.98
1829,Antigua and Barbuda,1807,33.54
1830,Argentina,1807,33.2
1831,Armenia,1807,34.0
1832,Aruba,1807,34.42
1833,Australia,1807,34.05
1834,Austria,1807,34.4
1835,Azerbaijan,1807,29.17
1836,Bahamas,1807,35.18
1837,Bahrain,1807,30.3
1838,Bangladesh,1807,25.5
1839,Barbados,1807,32.12
1840,Belarus,1807,36.2
1841,Belgium,1807,40.06
1842,Belize,1807,26.5
1843,Benin,1807,31.0
1845,Bhutan,1807,28.8
1846,Bolivia,1807,33.0
1847,Bosnia and Herzegovina,1807,35.1
1848,Botswana,1807,33.6
1849,Brazil,1807,32.0
1851,Brunei,1807,29.2
1852,Bulgaria,1807,36.11
1853,Burkina Faso,1807,29.2
1854,Burundi,1807,31.5
1855,Cambodia,1807,35.0
1856,Cameroon,1807,28.75
1857,Canada,1807,39.01
1858,Cape Verde,1807,33.8
1860,Central African Republic,1807,30.0
1861,Chad,1807,30.9
1863,Chile,1807,32.0
1864,China,1807,32.0
1867,Colombia,1807,32.0
1868,Comoros,1807,32.1
1869,"Congo, Dem. Rep.",1807,31.6
1870,"Congo, Rep.",1807,32.7
1872,Costa Rica,1807,30.21
1873,Cote d'Ivoire,1807,31.16
1874,Croatia,1807,36.1
1875,Cuba,1807,33.18
1876,Cyprus,1807,38.5
1877,Czech Republic,1807,34.95
1879,Denmark,1807,42.58
1880,Djibouti,1807,29.9
1882,Dominican Republic,1807,29.9
1884,Ecuador,1807,32.9
1885,Egypt,1807,33.0
1886,El Salvador,1807,28.7
1887,Equatorial Guinea,1807,29.8
1888,Eritrea,1807,30.2
1890,Estonia,1807,34.3
1891,Ethiopia,1807,29.7
1894,Fiji,1807,26.1
1895,Finland,1807,36.6
1896,France,1807,34.2
1897,French Guiana,1807,30.5
1898,French Polynesia,1807,25.6
1899,Gabon,1807,30.6
1900,Gambia,1807,28.8
1901,Georgia,1807,31.87
1902,Germany,1807,38.37
1903,Ghana,1807,28.0
1905,Greece,1807,36.6
1906,Greenland,1807,33.87
1907,Grenada,1807,31.4
1908,Guadeloupe,1807,27.66
1909,Guam,1807,27.5
1910,Guatemala,1807,25.8
1912,Guinea,1807,29.57
1913,Guinea-Bissau,1807,32.0
1914,Guyana,1807,31.12
1915,Haiti,1807,29.0
1917,Honduras,1807,33.9
1918,"Hong Kong, China",1807,34.9
1919,Hungary,1807,36.0
1920,Iceland,1807,43.56
1921,India,1807,25.44
1922,Indonesia,1807,30.0
1923,Iran,1807,25.6
1924,Iraq,1807,31.2
1925,Ireland,1807,38.3
1927,Israel,1807,32.0
1928,Italy,1807,29.69
1929,Jamaica,1807,34.2
1930,Japan,1807,36.4
1932,Jordan,1807,31.7
1933,Kazakhstan,1807,26.2
1934,Kenya,1807,25.5
1935,Kiribati,1807,24.9
1936,North Korea,1807,26.0
1937,South Korea,1807,25.8
1940,Kuwait,1807,26.0
1941,Kyrgyz Republic,1807,23.94
1942,Lao,1807,31.9
1943,Latvia,1807,33.0
1944,Lebanon,1807,29.7
1945,Lesotho,1807,32.8
1946,Liberia,1807,31.1
1947,Libya,1807,33.1
1949,Lithuania,1807,28.9
1950,Luxembourg,1807,36.9
1951,"Macao, China",1807,34.7
1952,"Macedonia, FYR",1807,36.1
1953,Madagascar,1807,30.5
1954,Malawi,1807,30.3
1955,Malaysia,1807,30.6
1956,Maldives,1807,32.65
1957,Mali,1807,26.41
1958,Malta,1807,28.7
1960,Martinique,1807,30.15
1961,Mauritania,1807,32.0
1962,Mauritius,1807,28.7
1963,Mayotte,1807,32.5
1964,Mexico,1807,26.9
1965,"Micronesia, Fed. Sts.",1807,26.7
1966,Moldova,1807,33.15
1968,Mongolia,1807,31.8
1969,Montenegro,1807,35.4
1971,Morocco,1807,33.1
1972,Mozambique,1807,30.28
1973,Myanmar,1807,30.8
1974,Namibia,1807,32.4
1976,Nepal,1807,32.8
1977,Netherlands,1807,39.86
1978,Netherlands Antilles,1807,34.41
1979,New Caledonia,1807,26.0
1980,New Zealand,1807,34.05
1982,Nicaragua,1807,25.4
1983,Niger,1807,30.8
1984,Nigeria,1807,30.4
1989,Norway,1807,41.77
1990,Oman,1807,32.3
1991,Pakistan,1807,25.8
1993,Panama,1807,32.9
1994,Papua New Guinea,1807,31.5
1995,Paraguay,1807,35.5
1996,Peru,1807,35.7
1997,Philippines,1807,30.9
1999,Poland,1807,35.9
2000,Portugal,1807,35.6
2001,Puerto Rico,1807,30.43
2002,Qatar,1807,30.8
2003,Reunion,1807,33.0
2004,Romania,1807,35.7
2005,Russia,1807,29.57
2006,Rwanda,1807,31.8
2010,St. Lucia,1807,28.01
2012,St. Vincent and the Grenadines,1807,25.99
2014,Samoa,1807,25.4
2016,Sao Tome and Principe,1807,31.0
2017,Saudi Arabia,1807,32.1
2018,Senegal,1807,25.2
2019,Serbia,1807,35.5
2022,Seychelles,1807,37.0
2023,Sierra Leone,1807,25.1
2024,Singapore,1807,29.1
2025,Slovak Republic,1807,36.4
2026,Slovenia,1807,36.6
2027,Solomon Islands,1807,25.1
2028,Somalia,1807,29.4
2030,South Africa,1807,33.5
2032,Spain,1807,29.5
2033,Sri Lanka,1807,32.6
2034,Sudan,1807,31.4
2035,Suriname,1807,32.9
2037,Swaziland,1807,32.3
2038,Sweden,1807,38.76
2039,Switzerland,1807,38.0
2040,Syria,1807,31.1
2041,Taiwan,1807,28.3
2042,Tajikistan,1807,24.24
2043,Tanzania,1807,32.2
2044,Thailand,1807,30.4
2045,Timor-Leste,1807,28.95
2046,Togo,1807,31.3
2048,Tonga,1807,28.2
2050,Trinidad and Tobago,1807,32.9
2051,Tunisia,1807,28.8
2052,Turkey,1807,35.0
2053,Turkmenistan,1807,24.0
2056,Uganda,1807,25.3
2057,Ukraine,1807,36.6
2058,United Arab Emirates,1807,30.7
2059,United Kingdom,1807,40.05
2060,United States,1807,39.41
2061,Uruguay,1807,32.9
2063,Uzbekistan,1807,26.93
2065,Vanuatu,1807,24.3
2066,Venezuela,1807,32.2
2067,West Bank and Gaza,1807,32.1
2069,Western Sahara,1807,34.75
2070,Vietnam,1807,32.0
2071,Virgin Islands (U.S.),1807,33.4
2074,Yemen,1807,23.39
2076,Zambia,1807,32.6
2077,Zimbabwe,1807,33.7
2079,South Sudan,1807,26.67
2081,Afghanistan,1808,28.13
2083,Albania,1808,35.4
2084,Algeria,1808,28.82
2087,Angola,1808,26.98
2089,Antigua and Barbuda,1808,33.54
2090,Argentina,1808,33.2
2091,Armenia,1808,34.0
2092,Aruba,1808,34.42
2093,Australia,1808,34.05
2094,Austria,1808,34.4
2095,Azerbaijan,1808,29.17
2096,Bahamas,1808,35.18
2097,Bahrain,1808,30.3
2098,Bangladesh,1808,25.5
2099,Barbados,1808,32.12
2100,Belarus,1808,36.2
2101,Belgium,1808,40.06
2102,Belize,1808,26.5
2103,Benin,1808,31.0
2105,Bhutan,1808,28.8
2106,Bolivia,1808,33.0
2107,Bosnia and Herzegovina,1808,35.1
2108,Botswana,1808,33.6
2109,Brazil,1808,32.0
2111,Brunei,1808,29.2
2112,Bulgaria,1808,36.15
2113,Burkina Faso,1808,29.2
2114,Burundi,1808,31.5
2115,Cambodia,1808,35.0
2116,Cameroon,1808,28.75
2117,Canada,1808,39.01
2118,Cape Verde,1808,33.8
2120,Central African Republic,1808,30.0
2121,Chad,1808,30.9
2123,Chile,1808,32.0
2124,China,1808,32.0
2127,Colombia,1808,32.0
2128,Comoros,1808,32.1
2129,"Congo, Dem. Rep.",1808,31.6
2130,"Congo, Rep.",1808,32.7
2132,Costa Rica,1808,30.21
2133,Cote d'Ivoire,1808,31.16
2134,Croatia,1808,36.1
2135,Cuba,1808,33.34
2136,Cyprus,1808,38.5
2137,Czech Republic,1808,34.95
2139,Denmark,1808,39.37
2140,Djibouti,1808,29.9
2142,Dominican Republic,1808,29.9
2144,Ecuador,1808,32.9
2145,Egypt,1808,33.0
2146,El Salvador,1808,28.7
2147,Equatorial Guinea,1808,29.8
2148,Eritrea,1808,30.2
2150,Estonia,1808,34.49
2151,Ethiopia,1808,29.7
2154,Fiji,1808,26.1
2155,Finland,1808,12.48
2156,France,1808,34.5
2157,French Guiana,1808,30.5
2158,French Polynesia,1808,25.6
2159,Gabon,1808,30.6
2160,Gambia,1808,28.8
2161,Georgia,1808,31.87
2162,Germany,1808,38.37
2163,Ghana,1808,28.0
2165,Greece,1808,36.6
2166,Greenland,1808,33.87
2167,Grenada,1808,31.4
2168,Guadeloupe,1808,27.66
2169,Guam,1808,27.5
2170,Guatemala,1808,25.8
2172,Guinea,1808,29.58
2173,Guinea-Bissau,1808,32.0
2174,Guyana,1808,31.12
2175,Haiti,1808,29.0
2177,Honduras,1808,33.9
2178,"Hong Kong, China",1808,34.9
2179,Hungary,1808,36.0
2180,Iceland,1808,43.55
2181,India,1808,25.44
2182,Indonesia,1808,30.0
2183,Iran,1808,25.6
2184,Iraq,1808,31.2
2185,Ireland,1808,38.3
2187,Israel,1808,32.0
2188,Italy,1808,29.69
2189,Jamaica,1808,34.2
2190,Japan,1808,36.4
2192,Jordan,1808,31.7
2193,Kazakhstan,1808,26.2
2194,Kenya,1808,25.5
2195,Kiribati,1808,24.9
2196,North Korea,1808,26.0
2197,South Korea,1808,25.8
2200,Kuwait,1808,26.0
2201,Kyrgyz Republic,1808,23.94
2202,Lao,1808,31.9
2203,Latvia,1808,33.0
2204,Lebanon,1808,29.7
2205,Lesotho,1808,32.8
2206,Liberia,1808,31.1
2207,Libya,1808,33.1
2209,Lithuania,1808,28.9
2210,Luxembourg,1808,36.9
2211,"Macao, China",1808,34.7
2212,"Macedonia, FYR",1808,36.1
2213,Madagascar,1808,30.5
2214,Malawi,1808,30.3
2215,Malaysia,1808,30.6
2216,Maldives,1808,32.65
2217,Mali,1808,26.41
2218,Malta,1808,28.7
2220,Martinique,1808,30.15
2221,Mauritania,1808,32.0
2222,Mauritius,1808,28.7
2223,Mayotte,1808,32.5
2224,Mexico,1808,26.9
2225,"Micronesia, Fed. Sts.",1808,26.7
2226,Moldova,1808,33.15
2228,Mongolia,1808,31.8
2229,Montenegro,1808,35.4
2231,Morocco,1808,33.1
2232,Mozambique,1808,30.28
2233,Myanmar,1808,30.8
2234,Namibia,1808,32.4
2236,Nepal,1808,32.8
2237,Netherlands,1808,39.86
2238,Netherlands Antilles,1808,34.41
2239,New Caledonia,1808,26.0
2240,New Zealand,1808,34.05
2242,Nicaragua,1808,25.4
2243,Niger,1808,30.8
2244,Nigeria,1808,30.4
2249,Norway,1808,37.26
2250,Oman,1808,32.3
2251,Pakistan,1808,25.8
2253,Panama,1808,32.9
2254,Papua New Guinea,1808,31.5
2255,Paraguay,1808,35.5
2256,Peru,1808,35.7
2257,Philippines,1808,30.9
2259,Poland,1808,35.9
2260,Portugal,1808,35.6
2261,Puerto Rico,1808,30.43
2262,Qatar,1808,30.8
2263,Reunion,1808,33.0
2264,Romania,1808,35.7
2265,Russia,1808,29.57
2266,Rwanda,1808,31.8
2270,St. Lucia,1808,28.01
2272,St. Vincent and the Grenadines,1808,25.99
2274,Samoa,1808,25.4
2276,Sao Tome and Principe,1808,31.0
2277,Saudi Arabia,1808,32.1
2278,Senegal,1808,25.2
2279,Serbia,1808,35.5
2282,Seychelles,1808,37.0
2283,Sierra Leone,1808,25.1
2284,Singapore,1808,29.1
2285,Slovak Republic,1808,36.4
2286,Slovenia,1808,36.6
2287,Solomon Islands,1808,25.1
2288,Somalia,1808,29.4
2290,South Africa,1808,33.5
2292,Spain,1808,29.5
2293,Sri Lanka,1808,32.6
2294,Sudan,1808,31.4
2295,Suriname,1808,32.9
2297,Swaziland,1808,32.3
2298,Sweden,1808,30.15
2299,Switzerland,1808,38.0
2300,Syria,1808,31.1
2301,Taiwan,1808,28.3
2302,Tajikistan,1808,24.24
2303,Tanzania,1808,32.2
2304,Thailand,1808,30.4
2305,Timor-Leste,1808,28.95
2306,Togo,1808,31.3
2308,Tonga,1808,28.2
2310,Trinidad and Tobago,1808,32.9
2311,Tunisia,1808,28.8
2312,Turkey,1808,35.0
2313,Turkmenistan,1808,24.0
2316,Uganda,1808,25.3
2317,Ukraine,1808,36.6
